	id	title	acceptance	difficulty
1595	1756	 Design Most Recently Used Queue	78.9	Medium
1596	1758	 Minimum Changes To Make Alternating Binary String	59.2	Easy
1597	1759	 Count Number of Homogenous Substrings	46.7	Medium
1598	1760	 Minimum Limit of Balls in a Bag	58.2	Medium
1599	1761	 Minimum Degree of a Connected Trio in a Graph	41.4	Hard
1600	1762	 Buildings With an Ocean View	79.8	Medium
1601	1763	 Longest Nice Substring	61.8	Easy
1602	1764	 Form Array by Concatenating Subarrays of Another Array	53.0	Medium
1603	1765	 Map of Highest Peak	59.8	Medium
1604	1766	 Tree of Coprimes	38.2	Hard
1605	1768	 Merge Strings Alternately	75.8	Easy
1606	1769	 Minimum Number of Operations to Move All Balls to Each Box	85.7	Medium
1607	1770	 Maximum Score from Performing Multiplication Operations	35.7	Medium
1608	1771	 Maximize Palindrome Length From Subsequences	34.7	Hard
1609	1772	 Sort Features by Popularity	65.6	Medium
1610	1773	 Count Items Matching a Rule	84.4	Easy
1611	1774	 Closest Dessert Cost	46.0	Medium
1612	1775	 Equal Sum Arrays With Minimum Number of Operations	51.7	Medium
1613	1776	 Car Fleet II	52.7	Hard
1614	1778	 Shortest Path in a Hidden Grid	41.3	Medium
1615	1779	 Find Nearest Point That Has the Same X or Y Coordinate	67.8	Easy
1616	1780	 Check if Number is a Sum of Powers of Three	64.8	Medium
1617	1781	 Sum of Beauty of All Substrings	59.9	Medium
1618	1782	 Count Pairs Of Nodes	37.5	Hard
1619	1784	 Check if Binary String Has at Most One Segment of Ones	40.8	Easy
1620	1785	 Minimum Elements to Add to Form a Given Sum	41.7	Medium
1621	1786	 Number of Restricted Paths From First to Last Node	38.8	Medium
1622	1787	 Make the XOR of All Segments Equal to Zero	39.3	Hard
1623	1788	 Maximize the Beauty of the Garden	67.0	Hard
1624	1790	 Check if One String Swap Can Make Strings Equal	45.8	Easy
1625	1791	 Find Center of Star Graph	83.6	Easy
1626	1792	 Maximum Average Pass Ratio	51.0	Medium
1627	1793	 Maximum Score of a Good Subarray	51.9	Hard
1628	1794	 Count Pairs of Equal Substrings With Minimum Difference	65.2	Medium
1629	1796	 Second Largest Digit in a String	49.1	Easy
1630	1797	 Design Authentication Manager	54.2	Medium
1631	1798	 Maximum Number of Consecutive Values You Can Make	52.3	Medium
1632	1799	 Maximize Score After N Operations	46.4	Hard
1633	1800	 Maximum Ascending Subarray Sum	64.3	Easy
1634	1801	 Number of Orders in the Backlog	46.2	Medium
1635	1802	 Maximum Value at a Given Index in a Bounded Array	30.7	Medium
1636	1803	 Count Pairs With XOR in a Range	46.3	Hard
1637	1804	 Implement Trie II (Prefix Tree)	59.4	Medium
1638	1805	 Number of Different Integers in a String	35.8	Easy
1639	1806	 Minimum Number of Operations to Reinitialize a Permutation	71.0	Medium
1640	1807	 Evaluate the Bracket Pairs of a String	66.6	Medium
1641	1808	 Maximize Number of Nice Divisors	30.5	Hard
1642	1810	 Minimum Path Cost in a Hidden Grid	54.1	Medium
1643	1812	 Determine Color of a Chessboard Square	77.7	Easy
1644	1813	 Sentence Similarity III	32.7	Medium
1645	1814	 Count Nice Pairs in an Array	40.6	Medium
1646	1815	 Maximum Number of Groups Getting Fresh Donuts	39.8	Hard
1647	1816	 Truncate Sentence	81.4	Easy
1648	1817	 Finding the Users Active Minutes	80.8	Medium
1649	1818	 Minimum Absolute Sum Difference	29.5	Medium
1650	1819	 Number of Different Subsequences GCDs	37.2	Hard
1651	1820	 Maximum Number of Accepted Invitations	47.4	Medium
1652	1822	 Sign of the Product of an Array	67.1	Easy
1653	1823	 Find the Winner of the Circular Game	76.5	Medium
1654	1824	 Minimum Sideway Jumps	49.2	Medium
1655	1825	 Finding MK Average	33.8	Hard
1656	1826	 Faulty Sensor	49.7	Easy
1657	1827	 Minimum Operations to Make the Array Increasing	78.2	Easy
1658	1828	 Queries on Number of Points Inside a Circle	86.4	Medium
1659	1829	 Maximum XOR for Each Query	76.1	Medium
1660	1830	 Minimum Number of Operations to Make String Sorted	48.1	Hard
1661	1832	 Check if the Sentence Is Pangram	81.4	Easy
1662	1833	 Maximum Ice Cream Bars	64.9	Medium
1663	1834	 Single-Threaded CPU	41.2	Medium
1664	1835	 Find XOR Sum of All Pairs Bitwise AND	58.9	Hard
1665	1836	 Remove Duplicates From an Unsorted Linked List	69.2	Medium
1666	1837	 Sum of Digits in Base K	76.4	Easy
1667	1838	 Frequency of the Most Frequent Element	37.2	Medium
1668	1839	 Longest Substring Of All Vowels in Order	48.0	Medium
1669	1840	 Maximum Building Height	35.0	Hard
1670	1842	 Next Palindrome Using Same Digits	54.5	Hard
1671	1844	 Replace All Digits with Characters	79.8	Easy
1672	1845	 Seat Reservation Manager	61.8	Medium
1673	1846	 Maximum Element After Decreasing and Rearranging	58.1	Medium
1674	1847	 Closest Room	33.6	Hard
1675	1848	 Minimum Distance to the Target Element	59.6	Easy
1676	1849	 Splitting a String Into Descending Consecutive Values	31.5	Medium
1677	1850	 Minimum Adjacent Swaps to Reach the Kth Smallest Number	72.0	Medium
1678	1851	 Minimum Interval to Include Each Query	45.7	Hard
1679	1852	 Distinct Numbers in Each Subarray	72.3	Medium
1680	1854	 Maximum Population Year	58.9	Easy
1681	1855	 Maximum Distance Between a Pair of Values	50.8	Medium
1682	1856	 Maximum Subarray Min-Product	35.8	Medium
1683	1857	 Largest Color Value in a Directed Graph	39.8	Hard
1684	1858	 Longest Word With All Prefixes	66.2	Medium
1685	1859	 Sorting the Sentence	84.5	Easy
1686	1860	 Incremental Memory Leak	71.1	Medium
1687	1861	 Rotating the Box	64.7	Medium
1688	1862	 Sum of Floored Pairs	28.0	Hard
1689	1863	 Sum of All Subset XOR Totals	78.5	Easy
1690	1864	 Minimum Number of Swaps to Make the Binary String Alternating	39.1	Medium
1691	1865	 Finding Pairs With a Certain Sum	49.5	Medium
1692	1866	 Number of Ways to Rearrange Sticks With K Sticks Visible	55.4	Hard
1693	1868	 Product of Two Run-Length Encoded Arrays	58.1	Medium
1694	1869	 Longer Contiguous Segments of Ones than Zeros	60.4	Easy
1695	1870	 Minimum Speed to Arrive on Time	36.5	Medium
1696	1871	 Jump Game VII	25.0	Medium
1697	1872	 Stone Game VIII	52.2	Hard
1698	1874	 Minimize Product Sum of Two Arrays	91.0	Medium
1699	1876	 Substrings of Size Three with Distinct Characters	69.8	Easy
1700	1877	 Minimize Maximum Pair Sum in Array	80.7	Medium
1701	1878	 Get Biggest Three Rhombus Sums in a Grid	45.6	Medium
1702	1879	 Minimum XOR Sum of Two Arrays	42.7	Hard
1703	1880	 Check if Word Equals Summation of Two Words	73.3	Easy
1704	1881	 Maximum Value after Insertion	35.9	Medium
1705	1882	 Process Tasks Using Servers	37.8	Medium
1706	1883	 Minimum Skips to Arrive at Meeting On Time	38.6	Hard
1707	1884	 Egg Drop With 2 Eggs and N Floors	69.9	Medium
1708	1885	 Count Pairs in Two Arrays	58.1	Medium
1709	1886	 Determine Whether Matrix Can Be Obtained By Rotation	55.3	Easy
1710	1887	 Reduction Operations to Make the Array Elements Equal	61.7	Medium
1711	1888	 Minimum Number of Flips to Make the Binary String Alternating	37.1	Medium
1712	1889	 Minimum Space Wasted From Packaging	30.2	Hard
1713	1891	 Cutting Ribbons	48.1	Medium
1714	1893	 Check if All the Integers in a Range Are Covered	50.9	Easy
1715	1894	 Find the Student that Will Replace the Chalk	42.1	Medium
1716	1895	 Largest Magic Square	51.5	Medium
1717	1896	 Minimum Cost to Change the Final Value of Expression	54.0	Hard
1718	1897	 Redistribute Characters to Make All Strings Equal	60.1	Easy
1719	1898	 Maximum Number of Removable Characters	37.2	Medium
1720	1899	 Merge Triplets to Form Target Triplet	61.7	Medium
1721	1900	 The Earliest and Latest Rounds Where Players Compete	51.7	Hard
1722	1901	 Find a Peak Element II	53.6	Medium
1723	1902	 Depth of BST Given Insertion Order	45.8	Medium
1724	1903	 Largest Odd Number in String	56.6	Easy
1725	1904	 The Number of Full Rounds You Have Played	46.7	Medium
1726	1905	 Count Sub Islands	66.4	Medium
1727	1906	 Minimum Absolute Difference Queries	43.4	Medium
1728	1908	 Game of Nim	57.3	Medium
1729	1909	 Remove One Element to Make the Array Strictly Increasing	26.8	Easy
1730	1910	 Remove All Occurrences of a Substring	72.2	Medium
1731	1911	 Maximum Alternating Subsequence Sum	59.0	Medium
1732	1912	 Design Movie Rental System	41.6	Hard
1733	1913	 Maximum Product Difference Between Two Pairs	81.3	Easy
1734	1914	 Cyclically Rotating a Grid	47.2	Medium
1735	1915	 Number of Wonderful Substrings	43.7	Medium
1736	1916	 Count Ways to Build Rooms in an Ant Colony	48.3	Hard
1737	1918	 Kth Smallest Subarray Sum	53.4	Medium
1738	1920	 Build Array from Permutation	91.6	Easy
1739	1921	 Eliminate Maximum Number of Monsters	37.6	Medium
1740	1922	 Count Good Numbers	38.1	Medium
1741	1923	 Longest Common Subpath	28.3	Hard
1742	1924	 Erect the Fence II	55.7	Hard
1743	1925	 Count Square Sum Triples	67.7	Easy
1744	1926	 Nearest Exit from Entrance in Maze	41.1	Medium
1745	1927	 Sum Game	47.2	Medium
1746	1928	 Minimum Cost to Reach Destination in Time	37.5	Hard
1747	1929	 Concatenation of Array	91.6	Easy
1748	1930	 Unique Length-3 Palindromic Subsequences	51.2	Medium
1749	1931	 Painting a Grid With Three Different Colors	57.3	Hard
1750	1932	 Merge BSTs to Create Single BST	35.0	Hard
1751	1933	 Check if String Is Decomposable Into Value-Equal Substrings	50.9	Easy
1752	1935	 Maximum Number of Words You Can Type	71.3	Easy
1753	1936	 Add Minimum Number of Rungs	42.5	Medium
1754	1937	 Maximum Number of Points with Cost	35.6	Medium
1755	1938	 Maximum Genetic Difference Query	39.2	Hard
1756	1940	 Longest Common Subsequence Between Sorted Arrays	79.0	Medium
1757	1941	 Check if All Characters Have Equal Number of Occurrences	77.1	Easy
1758	1942	 The Number of the Smallest Unoccupied Chair	39.2	Medium
1759	1943	 Describe the Painting	46.9	Medium
1760	1944	 Number of Visible People in a Queue	70.0	Hard
1761	1945	 Sum of Digits of String After Convert	61.2	Easy
1762	1946	 Largest Number After Mutating Substring	34.1	Medium
1763	1947	 Maximum Compatibility Score Sum	60.2	Medium
1764	1948	 Delete Duplicate Folders in System	59.0	Hard
1765	1950	 Maximum of Minimum Values in All Subarrays	51.1	Medium
1766	1952	 Three Divisors	56.5	Easy
1767	1953	 Maximum Number of Weeks for Which You Can Work	37.8	Medium
1768	1954	 Minimum Garden Perimeter to Collect Enough Apples	52.6	Medium
1769	1955	 Count Number of Special Subsequences	50.9	Hard
1770	1956	 Minimum Time For K Virus Variants to Spread	44.6	Hard
1771	1957	 Delete Characters to Make Fancy String	56.9	Easy
1772	1958	 Check if Move is Legal	43.6	Medium
1773	1959	 Minimum Total Space Wasted With K Resizing Operations	41.5	Medium
1774	1960	 Maximum Product of the Length of Two Palindromic Substrings	29.2	Hard
1775	1961	 Check If String Is a Prefix of Array	54.4	Easy
1776	1962	 Remove Stones to Minimize the Total	56.8	Medium
1777	1963	 Minimum Number of Swaps to Make the String Balanced	67.6	Medium
1778	1964	 Find the Longest Valid Obstacle Course at Each Position	45.7	Hard
1779	1966	 Binary Searchable Numbers in an Unsorted Array	66.4	Medium
1780	1967	 Number of Strings That Appear as Substrings in Word	79.5	Easy
1781	1968	 Array With Elements Not Equal to Average of Neighbors	48.6	Medium
1782	1969	 Minimum Non-Zero Product of the Array Elements	32.7	Medium
1783	1970	 Last Day Where You Can Still Cross	49.1	Hard
1784	1971	 Find if Path Exists in Graph	50.1	Easy
1785	1973	 Count Nodes Equal to Sum of Descendants	75.1	Medium
1786	1974	 Minimum Time to Type Word Using Special Typewriter	71.3	Easy
1787	1975	 Maximum Matrix Sum	44.9	Medium
1788	1976	 Number of Ways to Arrive at Destination	32.9	Medium
1789	1977	 Number of Ways to Separate Numbers	22.2	Hard
1790	1979	 Find Greatest Common Divisor of Array	77.8	Easy
1791	1980	 Find Unique Binary String	63.4	Medium
1792	1981	 Minimize the Difference Between Target and Chosen Elements	32.7	Medium
1793	1982	 Find Array Given Subset Sums	48.6	Hard
1794	1983	 Widest Pair of Indices With Equal Range Sum	54.4	Medium
1795	1984	 Minimum Difference Between Highest and Lowest of K Scores	53.4	Easy
1796	1985	 Find the Kth Largest Integer in the Array	44.7	Medium
1797	1986	 Minimum Number of Work Sessions to Finish the Tasks	31.9	Medium
1798	1987	 Number of Unique Good Subsequences	52.1	Hard
1799	1989	 Maximum Number of People That Can Be Caught in Tag	53.8	Medium
1800	1991	 Find the Middle Index in Array	66.3	Easy
1801	1992	 Find All Groups of Farmland	67.4	Medium
1802	1993	 Operations on Tree	42.5	Medium
1803	1994	 The Number of Good Subsets	34.2	Hard
1804	1995	 Count Special Quadruplets	58.1	Easy
1805	1996	 The Number of Weak Characters in the Game	34.2	Medium
1806	1997	 First Day Where You Have Been in All the Rooms	35.5	Medium
1807	1998	 GCD Sort of an Array	45.5	Hard
1808	1999	 Smallest Greater Multiple Made of Two Digits	52.1	Medium
1809	2000	 Reverse Prefix of Word	77.7	Easy
1810	2001	 Number of Pairs of Interchangeable Rectangles	43.5	Medium
1811	2002	 Maximum Product of the Length of Two Palindromic Subsequences	53.0	Medium
1812	2003	 Smallest Missing Genetic Value in Each Subtree	42.7	Hard
1813	2005	 Subtree Removal Game with Fibonacci Tree	62.8	Hard
1814	2006	 Count Number of Pairs With Absolute Difference K	82.5	Easy
1815	2007	 Find Original Array From Doubled Array	38.2	Medium
1816	2008	 Maximum Earnings From Taxi	42.8	Medium
1817	2009	 Minimum Number of Operations to Make Array Continuous	45.7	Hard
1818	2011	 Final Value of Variable After Performing Operations	89.2	Easy
1819	2012	 Sum of Beauty in the Array	46.0	Medium
1820	2013	 Detect Squares	47.6	Medium
1821	2014	 Longest Subsequence Repeated k Times	55.0	Hard
1822	2015	 Average Height of Buildings in Each Segment	59.2	Medium
1823	2016	 Maximum Difference Between Increasing Elements	54.4	Easy
1824	2017	 Grid Game	41.7	Medium
1825	2018	 Check if Word Can Be Placed In Crossword	48.4	Medium
1826	2019	 The Score of Students Solving Math Expression	33.8	Hard
1827	2021	 Brightest Position on Street	62.7	Medium
1828	2022	 Convert 1D Array Into 2D Array	58.9	Easy
1829	2023	 Number of Pairs of Strings With Concatenation Equal to Target	72.9	Medium
1830	2024	 Maximize the Confusion of an Exam	57.6	Medium
1831	2025	 Maximum Number of Ways to Partition an Array	31.5	Hard
1832	2027	 Minimum Moves to Convert String	53.6	Easy
1833	2028	 Find Missing Observations	42.2	Medium
1834	2029	 Stone Game IX	25.1	Medium
1835	2030	 Smallest K-Length Subsequence With Occurrences of a Letter	38.9	Hard
1836	2031	 Count Subarrays With More Ones Than Zeros	53.4	Medium
1837	2032	 Two Out of Three	72.9	Easy
1838	2033	 Minimum Operations to Make a Uni-Value Grid	50.9	Medium
1839	2034	 Stock Price Fluctuation 	48.3	Medium
1840	2035	 Partition Array Into Two Arrays to Minimize Sum Difference	20.8	Hard
1841	2036	 Maximum Alternating Subarray Sum	40.7	Medium
1842	2037	 Minimum Number of Moves to Seat Everyone	82.7	Easy
1843	2038	 Remove Colored Pieces if Both Neighbors are the Same Color	56.6	Medium
1844	2039	 The Time When the Network Becomes Idle	49.4	Medium
1845	2040	 Kth Smallest Product of Two Sorted Arrays	29.2	Hard
1846	2042	 Check if Numbers Are Ascending in a Sentence	67.4	Easy
1847	2043	 Simple Bank System	65.2	Medium
1848	2044	 Count Number of Maximum Bitwise-OR Subsets	74.6	Medium
1849	2045	 Second Minimum Time to Reach Destination	36.9	Hard
1850	2046	 Sort Linked List Already Sorted Using Absolute Values	69.3	Medium
1851	2047	 Number of Valid Words in a Sentence	29.4	Easy
1852	2048	 Next Greater Numerically Balanced Number	46.5	Medium
1853	2049	 Count Nodes With the Highest Score	46.8	Medium
1854	2050	 Parallel Courses III	59.8	Hard
1855	2052	 Minimum Cost to Separate Sentence Into Rows	52.1	Medium
1856	2053	 Kth Distinct String in an Array	72.7	Easy
1857	2054	 Two Best Non-Overlapping Events	43.7	Medium
1858	2055	 Plates Between Candles	45.2	Medium
1859	2056	 Number of Valid Move Combinations On Chessboard	58.8	Hard
1860	2057	 Smallest Index With Equal Value	72.7	Easy
1861	2058	 Find the Minimum and Maximum Number of Nodes Between Critical Points	57.5	Medium
1862	2059	 Minimum Operations to Convert Number	46.3	Medium
1863	2060	 Check if an Original String Exists Given Two Encoded Strings	40.7	Hard
1864	2061	 Number of Spaces Cleaning Robot Cleaned	54.5	Medium
1865	2062	 Count Vowel Substrings of a String	65.9	Easy
1866	2063	 Vowels of All Substrings	54.5	Medium
1867	2064	 Minimized Maximum of Products Distributed to Any Store	49.2	Medium
1868	2065	 Maximum Path Quality of a Graph	58.0	Hard
1869	2067	 Number of Equal Count Substrings	50.3	Medium
1870	2068	 Check Whether Two Strings are Almost Equivalent	65.8	Easy
1871	2069	 Walking Robot Simulation II	21.8	Medium
1872	2070	 Most Beautiful Item for Each Query	48.6	Medium
1873	2071	 Maximum Number of Tasks You Can Assign	36.6	Hard
1874	2073	 Time Needed to Buy Tickets	62.2	Easy
1875	2074	 Reverse Nodes in Even Length Groups	50.6	Medium
1876	2075	 Decode the Slanted Ciphertext	49.9	Medium
1877	2076	 Process Restricted Friend Requests	54.1	Hard
1878	2077	 Paths in Maze That Lead to Same Room	57.1	Medium
1879	2078	 Two Furthest Houses With Different Colors	68.3	Easy
1880	2079	 Watering Plants	80.5	Medium
1881	2080	 Range Frequency Queries	36.6	Medium
1882	2081	 Sum of k-Mirror Numbers	41.3	Hard
1883	2083	 Substrings That Begin and End With the Same Letter	68.4	Medium
1884	2085	 Count Common Words With One Occurrence	69.9	Easy
1885	2086	 Minimum Number of Buckets Required to Collect Rainwater from Houses	45.0	Medium
1886	2087	 Minimum Cost Homecoming of a Robot in a Grid	50.2	Medium
1887	2088	 Count Fertile Pyramids in a Land	62.7	Hard
1888	2089	 Find Target Indices After Sorting Array	78.5	Easy
1889	2090	 K Radius Subarray Averages	41.4	Medium
1890	2091	 Removing Minimum and Maximum From Array	57.4	Medium
1891	2092	 Find All People With Secret	33.6	Hard
1892	2093	 Minimum Cost to Reach City With Discounts	57.1	Medium
1893	2094	 Finding 3-Digit Even Numbers	56.6	Easy
1894	2095	 Delete the Middle Node of a Linked List	56.7	Medium
1895	2096	 Step-By-Step Directions From a Binary Tree Node to Another	48.6	Medium
1896	2097	 Valid Arrangement of Pairs	40.1	Hard
1897	2098	 Subsequence of Size K With the Largest Even Sum	38.9	Medium
1898	2099	 Find Subsequence of Length K With the Largest Sum	43.6	Easy
1899	2100	 Find Good Days to Rob the Bank	47.0	Medium
1900	2101	 Detonate the Maximum Bombs	40.2	Medium
1901	2102	 Sequentially Ordinal Rank Tracker	63.1	Hard
1902	2103	 Rings and Rods	81.6	Easy
1903	2104	 Sum of Subarray Ranges	60.4	Medium
1904	2105	 Watering Plants II	51.0	Medium
1905	2106	 Maximum Fruits Harvested After at Most K Steps	35.2	Hard
1906	2107	 Number of Unique Flavors After Sharing K Candies	58.0	Medium
1907	2108	 Find First Palindromic String in the Array	79.1	Easy
1908	2109	 Adding Spaces to a String	56.1	Medium
1909	2110	 Number of Smooth Descent Periods of a Stock	55.7	Medium
1910	2111	 Minimum Operations to Make the Array K-Increasing	36.6	Hard
1911	2113	 Elements in Array After Removing and Replacing Elements	73.3	Medium
1912	2114	 Maximum Number of Words Found in Sentences	88.7	Easy
1913	2115	 Find All Possible Recipes from Given Supplies	45.1	Medium
1914	2116	 Check if a Parentheses String Can Be Valid	31.3	Medium
1915	2117	 Abbreviating the Product of a Range	28.4	Hard
1916	2119	 A Number After a Double Reversal	76.4	Easy
1917	2120	 Execution of All Suffix Instructions Staying in a Grid	83.4	Medium
1918	2121	 Intervals Between Identical Elements	42.3	Medium
1919	2122	 Recover the Original Array	37.6	Hard
1920	2123	 Minimum Operations to Remove Adjacent Ones in Matrix	40.8	Hard
1921	2124	 Check if All A's Appears Before All B's	72.5	Easy
1922	2125	 Number of Laser Beams in a Bank	83.2	Medium
1923	2126	 Destroying Asteroids	48.6	Medium
1924	2127	 Maximum Employees to Be Invited to a Meeting	30.3	Hard
1925	2128	 Remove All Ones With Row and Column Flips	76.5	Medium
1926	2129	 Capitalize the Title	60.1	Easy
1927	2130	 Maximum Twin Sum of a Linked List	82.2	Medium
1928	2131	 Longest Palindrome by Concatenating Two Letter Words	38.7	Medium
1929	2132	 Stamping the Grid	29.3	Hard
1930	2133	 Check if Every Row and Column Contains All Numbers	52.5	Easy
1931	2134	 Minimum Swaps to Group All 1's Together II	48.1	Medium
1932	2135	 Count Words Obtained After Adding a Letter	39.9	Medium
1933	2136	 Earliest Possible Day of Full Bloom	67.7	Hard
1934	2137	 Pour Water Between Buckets to Make Water Levels Equal	68.1	Medium
1935	2138	 Divide a String Into Groups of Size k	65.4	Easy
1936	2139	 Minimum Moves to Reach Target Score	48.6	Medium
1937	2140	 Solving Questions With Brainpower	44.6	Medium
1938	2141	 Maximum Running Time of N Computers	38.3	Hard
1939	2143	 Choose Numbers From Two Arrays in Range	51.4	Hard
1940	2144	 Minimum Cost of Buying Candies With Discount	60.8	Easy
1941	2145	 Count the Hidden Sequences	35.4	Medium
1942	2146	 K Highest Ranked Items Within a Price Range	40.5	Medium
1943	2147	 Number of Ways to Divide a Long Corridor	40.1	Hard
1944	2148	 Count Elements With Strictly Smaller and Greater Elements 	60.4	Easy
1945	2149	 Rearrange Array Elements by Sign	82.1	Medium
1946	2150	 Find All Lonely Numbers in the Array	60.5	Medium
1947	2151	 Maximum Good People Based on Statements	46.5	Hard
1948	2152	 Minimum Number of Lines to Cover Points	46.3	Medium
1949	2154	 Keep Multiplying Found Values by Two	73.6	Easy
1950	2155	 All Divisions With the Highest Score of a Binary Array	62.3	Medium
1951	2156	 Find Substring With Given Hash Value	21.2	Hard
1952	2157	 Groups of Strings	24.6	Hard
1953	2158	 Amount of New Area Painted Each Day	59.8	Hard
1954	2160	 Minimum Sum of Four Digit Number After Splitting Digits	88.1	Easy
1955	2161	 Partition Array According to Given Pivot	82.8	Medium
1956	2162	 Minimum Cost to Set Cooking Time	34.5	Medium
1957	2163	 Minimum Difference in Sums After Removal of Elements	45.7	Hard
1958	2164	 Sort Even and Odd Indices Independently	67.4	Easy
1959	2165	 Smallest Value of the Rearranged Number	50.8	Medium
1960	2166	 Design Bitset	30.0	Medium
1961	2167	 Minimum Time to Remove All Cars Containing Illegal Goods	39.1	Hard
1962	2168	 Unique Substrings With Equal Digit Frequency	59.2	Medium
1963	2169	 Count Operations to Obtain Zero	75.2	Easy
1964	2170	 Minimum Operations to Make the Array Alternating	32.8	Medium
1965	2171	 Removing Minimum Number of Magic Beans	41.3	Medium
1966	2172	 Maximum AND Sum of Array	43.3	Hard
1967	2174	 Remove All Ones With Row and Column Flips II	70.6	Medium
1968	2176	 Count Equal and Divisible Pairs in an Array	80.4	Easy
1969	2177	 Find Three Consecutive Integers That Sum to a Given Number	61.1	Medium
1970	2178	 Maximum Split of Positive Even Integers	56.8	Medium
1971	2179	 Count Good Triplets in an Array	34.5	Hard
1972	2180	 Count Integers With Even Digit Sum	64.3	Easy
1973	2181	 Merge Nodes in Between Zeros	86.9	Medium
1974	2182	 Construct String With Repeat Limit	51.1	Medium
1975	2183	 Count Array Pairs Divisible by K	27.0	Hard
1976	2184	 Number of Ways to Build Sturdy Brick Wall	56.7	Medium
1977	2185	 Counting Words With a Given Prefix	77.6	Easy
1978	2186	 Minimum Number of Steps to Make Two Strings Anagram II	70.8	Medium
1979	2187	 Minimum Time to Complete Trips	30.1	Medium
1980	2188	 Minimum Time to Finish the Race	40.9	Hard
1981	2189	 Number of Ways to Build House of Cards	65.2	Medium
1982	2190	 Most Frequent Number Following Key In an Array	60.6	Easy
1983	2191	 Sort the Jumbled Numbers	43.7	Medium
1984	2192	 All Ancestors of a Node in a Directed Acyclic Graph	47.2	Medium
1985	2193	 Minimum Number of Moves to Make Palindrome	42.3	Hard
1986	2194	 Cells in a Range on an Excel Sheet	85.6	Easy
1987	2195	 Append K Integers With Minimal Sum	23.1	Medium
1988	2196	 Create Binary Tree From Descriptions	70.6	Medium
1989	2197	 Replace Non-Coprime Numbers in Array	36.0	Hard
1990	2198	 Number of Single Divisor Triplets	56.8	Medium
1991	2200	 Find All K-Distant Indices in an Array	64.0	Easy
1992	2201	 Count Artifacts That Can Be Extracted	54.1	Medium
1993	2202	 Maximize the Topmost Element After K Moves	22.1	Medium
1994	2203	 Minimum Weighted Subgraph With the Required Paths	35.5	Hard
1995	2204	 Distance to a Cycle in Undirected Graph	70.3	Hard
1996	2206	 Divide Array Into Equal Pairs	76.5	Easy
1997	2207	 Maximize Number of Subsequences in a String	31.3	Medium
1998	2208	 Minimum Operations to Halve Array Sum	43.8	Medium
1999	2209	 Minimum White Tiles After Covering With Carpets	32.0	Hard
2000	2210	 Count Hills and Valleys in an Array	56.6	Easy
2001	2211	 Count Collisions on a Road	40.3	Medium
2002	2212	 Maximum Points in an Archery Competition	47.7	Medium
2003	2213	 Longest Substring of One Repeating Character	28.6	Hard
2004	2214	 Minimum Health to Beat Game	57.0	Medium
2005	2215	 Find the Difference of Two Arrays	69.3	Easy
2006	2216	 Minimum Deletions to Make Array Beautiful	44.2	Medium
2007	2217	 Find Palindrome With Fixed Length	34.2	Medium
2008	2218	 Maximum Value of K Coins From Piles	49.1	Hard
2009	2219	 Maximum Sum Score of Array	65.5	Medium
2010	2220	 Minimum Bit Flips to Convert Number	81.6	Easy
2011	2221	 Find Triangular Sum of an Array	79.2	Medium
2012	2222	 Number of Ways to Select Buildings	45.9	Medium
2013	2223	 Sum of Scores of Built Strings	33.8	Hard
2014	2224	 Minimum Number of Operations to Convert Time	63.2	Easy
2015	2225	 Find Players With Zero or One Losses	67.9	Medium
2016	2226	 Maximum Candies Allocated to K Children	34.9	Medium
2017	2227	 Encrypt and Decrypt Strings	37.7	Hard
2018	2229	 Check if an Array Is Consecutive	62.5	Easy
2019	2231	 Largest Number After Digit Swaps by Parity	58.1	Easy
2020	2232	 Minimize Result by Adding Parentheses to Expression	63.6	Medium
2021	2233	 Maximum Product After K Increments	39.6	Medium
2022	2234	 Maximum Total Beauty of the Gardens	25.9	Hard
2023	2235	 Add Two Integers	93.1	Easy
2024	2236	 Root Equals Sum of Children	89.8	Easy
2025	2237	 Count Positions on Street With Required Brightness	70.2	Medium
2026	2239	 Find Closest Number to Zero	46.2	Easy
2027	2240	 Number of Ways to Buy Pens and Pencils	55.3	Medium
2028	2241	 Design an ATM Machine	37.2	Medium
2029	2242	 Maximum Score of a Node Sequence	32.3	Hard
2030	2243	 Calculate Digit Sum of a String	66.1	Easy
2031	2244	 Minimum Rounds to Complete All Tasks	54.6	Medium
2032	2245	 Maximum Trailing Zeros in a Cornered Path	34.2	Medium
2033	2246	 Longest Path With Different Adjacent Characters	43.5	Hard
2034	2247	 Maximum Cost of Trip With K Highways	50.2	Hard
2035	2248	 Intersection of Multiple Arrays	69.8	Easy
2036	2249	 Count Lattice Points Inside a Circle	50.1	Medium
2037	2250	 Count Number of Rectangles Containing Each Point	31.6	Medium
2038	2251	 Number of Flowers in Full Bloom	50.9	Hard
2039	2254	 Design Video Sharing Platform	64.6	Hard
2040	2255	 Count Prefixes of a Given String	72.2	Easy
2041	2256	 Minimum Average Difference	34.7	Medium
2042	2257	 Count Unguarded Cells in the Grid	51.2	Medium
2043	2258	 Escape the Spreading Fire	33.7	Hard
2044	2259	 Remove Digit From Number to Maximize Result	46.4	Easy
2045	2260	 Minimum Consecutive Cards to Pick Up	53.8	Medium
2046	2261	 K Divisible Elements Subarrays	45.5	Medium
2047	2262	 Total Appeal of A String	52.1	Hard
